Category,PalID,Link,SourceID,BranchID,DateObserved,CurrentStatus,CurrentPrice,PreviousStatus,PreviousPrice,PreviousDate,UDPRN,UMRRN,UPRN,Abode,HouseName,HouseNum,Street1,Street2,Sublocality,Locality,Town,Postcode,DeliveryPointSuffix 
Reduced,8072986,https://www.rightmove.co.uk/property-for-sale/property-114244013.html,R114244013,R120835,03/11/2021 00:00:00,,395000,,425000,21/10/2021 00:00:00,21714932,,200003430189,,,10,GREIG TERRACE,,,,LONDON,SE17 3QS,1B
Reduced,8070901,https://www.rightmove.co.uk/property-for-sale/property-90340204.html,R90340204,R55101,03/11/2021 00:00:00,,550000,,585000,26/10/2021 00:00:00,21709259,,200003423704,,,13,PHELP STREET,,,,LONDON,SE17 2PH,1F
Reduced,8071136,https://www.rightmove.co.uk/property-for-sale/property-113844953.html,R113844953,R55101,03/11/2021 00:00:00,,500000,,525000,22/10/2021 00:00:00,21710241,,200003423951,,,310A,EAST STREET,,,,LONDON,SE17 2SX,1L
Reduced,8068305,https://www.rightmove.co.uk/property-for-sale/property-113631557.html,R113631557,R50683,03/11/2021 00:00:00,,375000,,399995,21/10/2021 00:00:00,21688813,,200003405176,,,25,YALDING ROAD,,,,LONDON,SE16 3SS,1L
Reduced,8066716,https://www.rightmove.co.uk/property-for-sale/property-113692070.html,R113692070,R40233,03/11/2021 00:00:00,,295000,,310000,21/10/2021 00:00:00,21681733,,200003401582,,,22,PEDWORTH GARDENS,,,,LONDON,SE16 2DX,1T
Reduced,8067287,https://www.rightmove.co.uk/property-for-sale/property-112239320.html,R112239320,R6843,03/11/2021 00:00:00,,360000,,380000,21/10/2021 00:00:00,21682910,,200003402161,,,66,LAYARD SQUARE,,,,LONDON,SE16 2JF,1R
Reduced,8066069,https://www.rightmove.co.uk/property-for-sale/property-106342163.html,R106342163,R151079,03/11/2021 00:00:00,,315000,,325000,25/10/2021 00:00:00,21699722,,200003416124,,,98,BRUNSWICK QUAY,,,,LONDON,SE16 7PZ,2U
Reduced,8052961,https://www.rightmove.co.uk/property-for-sale/property-113657315.html,R113657315,R115246,03/11/2021 00:00:00,,750000,,775000,20/10/2021 00:00:00,21645197,,100022018490,,,62,WEARSIDE ROAD,,,,LONDON,SE13 7UL,2E
Reduced,8053011,https://www.rightmove.co.uk/property-for-sale/property-114188987.html,R114188987,R50671,03/11/2021 00:00:00,,675000,,700000,26/10/2021 00:00:00,21645258,,100022020141,,,20,WHITBURN ROAD,,,,LONDON,SE13 7UQ,1Q
Reduced,8036777,https://www.rightmove.co.uk/property-for-sale/property-111083258.html,R111083258,R17519,03/11/2021 00:00:00,,575000,,600000,21/10/2021 00:00:00,21603396,,100020936864,,,69,ASHBURNHAM GROVE,,,,LONDON,SE10 8UJ,2A
Reduced,8033086,https://www.rightmove.co.uk/property-for-sale/property-113184101.html,R113184101,R50683,03/11/2021 00:00:00,,950000,,995000,20/10/2021 00:00:00,21458801,,200003368558,,,20,LONGLEY STREET,,,,LONDON,SE1 5QQ,1J
Reduced,7417787,https://www.rightmove.co.uk/property-for-sale/property-113236841.html,R113236841,R58911,03/11/2021 00:00:00,,1250000,,1300000,26/10/2021 00:00:00,12090022,,100021756874,,,22,CLIFTON ROAD,,,,KINGSTON UPON THAMES,KT2 6PH,1N
Reduced,7363081,https://www.rightmove.co.uk/property-for-sale/property-113413376.html,R113413376,R77583,03/11/2021 00:00:00,,750000,,780000,20/10/2021 00:00:00,12080739,,100022288042,,,76,HIGH STREET,,,HAMPTON WICK,KINGSTON UPON THAMES,KT1 4DQ,1G
Reduced,3681363,https://www.rightmove.co.uk/property-for-sale/property-114809852.html,R114809852,R101522,03/11/2021 00:00:00,,1175000,,1300000,26/10/2021 00:00:00,7908433,,100021065836,,,1,POWERSCROFT ROAD,,,,LONDON,E5 0PU,1A
Reduced,3706469,https://www.rightmove.co.uk/property-for-sale/property-111488081.html,R111488081,R94687,03/11/2021 00:00:00,,675000,,700000,20/10/2021 00:00:00,7960966,,100021030091,,,43,CASTERTON STREET,,,,LONDON,E8 1BN,1B
Reduced,3663878,https://www.rightmove.co.uk/property-for-sale/property-77850898.html,R77850898,R38087,03/11/2021 00:00:00,,465000,,475000,20/10/2021 00:00:00,7870776,,6047808,,,56,PORTIA WAY,,,,LONDON,E3 4JH,2G
Reduced,3660222,https://www.rightmove.co.uk/property-for-sale/property-114705977.html,R114705977,R95869,03/11/2021 00:00:00,,899995,,920000,27/10/2021 00:00:00,7851918,,6003531,,,5,CHAMBORD STREET,,,,LONDON,E2 7NJ,2D
Reduced,3659181,https://www.rightmove.co.uk/property-for-sale/property-113467487.html,R113467487,R124204,03/11/2021 00:00:00,,375000,,399000,27/10/2021 00:00:00,7847265,,6019038,,,14,DERBYSHIRE STREET,,,,LONDON,E2 6HJ,1D
Reduced,3632509,https://www.rightmove.co.uk/property-for-sale/property-112906529.html,R112906529,R11799,03/11/2021 00:00:00,,500000,,530000,23/10/2021 00:00:00,8115960,,46028295,,,28,FULMER ROAD,,,,LONDON,E16 3TF,1L
Reduced,3632534,https://www.rightmove.co.uk/property-for-sale/property-89910019.html,R89910019,R48101,03/11/2021 00:00:00,Under offer,515000,,530000,20/10/2021 00:00:00,8115989,,46028344,,,78,FULMER ROAD,,,,LONDON,E16 3TF,2S
Reduced,3577965,https://www.rightmove.co.uk/property-for-sale/property-113406323.html,R113406323,R10387,03/11/2021 00:00:00,,1,,475000,22/10/2021 00:00:00,7838059,,6008096,,,31,VINEGAR STREET,,,,LONDON,E1W 2QQ,2F
Reduced,3573905,https://www.rightmove.co.uk/property-for-sale/property-113113445.html,R113113445,R157376,03/11/2021 00:00:00,,1100000,,1150000,20/10/2021 00:00:00,7813036,,6011742,,,45,PARFETT STREET,,,,LONDON,E1 1JR,2F
Reduced,2755040,https://www.rightmove.co.uk/property-for-sale/property-106399028.html,R106399028,R51388,03/11/2021 00:00:00,,750000,,785000,20/10/2021 00:00:00,8172064,,5300065690,FLAT A,,3,MYLNE STREET,,,,LONDON,EC1R 1XY,1E
Reduced,3573334,https://www.rightmove.co.uk/property-for-sale/property-111291719.html,R111291719,R25055,03/11/2021 00:00:00,,750000,,800000,20/10/2021 00:00:00,7811001,,6028347,,,50,ARBOUR SQUARE,,,,LONDON,E1 0PS,1L
Reduced,3574872,https://www.rightmove.co.uk/property-for-sale/property-114711296.html,R114711296,R157376,03/11/2021 00:00:00,,475000,,500000,25/10/2021 00:00:00,7818319,,6030641,,,140,CLARK STREET,,,,LONDON,E1 3HD,1R
Reduced,3613155,https://www.rightmove.co.uk/property-for-sale/property-112710095.html,R112710095,R25055,03/11/2021 00:00:00,,375000,,395000,26/10/2021 00:00:00,8067638,,6066517,,,26,BROOMFIELD STREET,,,,LONDON,E14 6BQ,2P
Reduced,3615886,https://www.rightmove.co.uk/property-for-sale/property-110511809.html,R110511809,R104911,03/11/2021 00:00:00,,260000,,275000,27/10/2021 00:00:00,8077304,,6065345,,,21,ROSEFIELD GARDENS,,,,LONDON,E14 8ER,1S
Reduced,751914,https://www.rightmove.co.uk/property-for-sale/property-89767942.html,R89767942,R98531,03/11/2021 00:00:00,Under offer,515000,Under offer,540000,22/10/2021 00:00:00,25961366,50096384,34058484,FLAT 2,,11,GLAZBURY ROAD,,,,LONDON,W14 9AS,1D
Reduced,731719,https://www.rightmove.co.uk/property-for-sale/property-112382762.html,R112382762,R8947,03/11/2021 00:00:00,,775000,,795000,22/10/2021 00:00:00,25891030,52133868,100022792729,,,143C,PORTNALL ROAD,,,,LONDON,W9 3BN,1J
Reduced,733303,https://www.rightmove.co.uk/property-for-sale/property-110238935.html,R110238935,R39741,03/11/2021 00:00:00,,450000,,475000,26/10/2021 00:00:00,25892433,51382450,100022799659,FIRST FLOOR FLAT,,15,SALTRAM CRESCENT,,,,LONDON,W9 3JR,1E
Reduced,706820,https://www.rightmove.co.uk/property-for-sale/property-112502147.html,R112502147,R15945,03/11/2021 00:00:00,,525000,,550000,27/10/2021 00:00:00,25779867,50194003,10033559557,,,13C,DURHAM TERRACE,,,,LONDON,W2 5PB,1F
Reduced,707052,https://www.rightmove.co.uk/property-for-sale/property-107067776.html,R107067776,R85477,03/11/2021 00:00:00,,575000,,600000,27/10/2021 00:00:00,25780235,25780248,100023617545,FLAT 15,,98,CHEPSTOW ROAD,,,,LONDON,W2 5QP,4D
Reduced,724566,https://www.rightmove.co.uk/property-for-sale/property-114845138.html,R114845138,R15942,03/11/2021 00:00:00,,700000,,725000,20/10/2021 00:00:00,25873697,50360162,217053511,FLAT 1,,12,LEXHAM GARDENS,,,,LONDON,W8 5JE,1A
Reduced,724801,https://www.rightmove.co.uk/property-for-sale/property-90876955.html,R90876955,R99961,03/11/2021 00:00:00,,5500000,,5750000,21/10/2021 00:00:00,50622416,51824203,217112884,FLAT 3,,5,PALACE GATE,,,,LONDON,W8 5LS,4D
Reduced,696828,https://www.rightmove.co.uk/property-for-sale/property-81022137.html,R81022137,R34748,01/11/2021 00:00:00,,575000,,599000,26/10/2021 00:00:00,25761507,51367386,100023617919,FLAT 3,,19,HANSON STREET,,,,LONDON,W1W 6TL,3J
Reduced,696908,https://www.rightmove.co.uk/property-for-sale/property-113210351.html,R113210351,R76585,03/11/2021 00:00:00,,550000,,585000,23/10/2021 00:00:00,25761751,51367624,,FLAT 3,,152,NEW CAVENDISH STREET,,,,LONDON,W1W 6YL,2Y
Reduced,629838,https://www.rightmove.co.uk/property-for-sale/property-81965898.html,R81965898,R213869,03/11/2021 00:00:00,,825000,,875000,20/10/2021 00:00:00,23943582,23943583,121015309,,,5B,WORCESTER GARDENS,,,,LONDON,SW11 6LR,1W
Reduced,633528,https://www.rightmove.co.uk/property-for-sale/property-114221768.html,R114221768,R45018,03/11/2021 00:00:00,,875000,,895000,26/10/2021 00:00:00,23956046,23956050,100023307113,,,20D,YUKON ROAD,,,,LONDON,SW12 9PU,1H
Reduced,604255,https://www.rightmove.co.uk/property-for-sale/property-110773589.html,R110773589,R48856,03/11/2021 00:00:00,,875000,,900000,23/10/2021 00:00:00,23855744,51619114,34025468,,,71A,LYSIA STREET,,,,LONDON,SW6 6NF,2T
Reduced,592204,https://www.rightmove.co.uk/property-for-sale/property-114232094.html,R114232094,R70256,03/11/2021 00:00:00,,615000,,635000,22/10/2021 00:00:00,23817842,50083797,100021906424,FLAT 2,,35,UNION ROAD,,,,LONDON,SW4 6JG,1A
Reduced,613552,https://www.rightmove.co.uk/property-for-sale/property-114309239.html,R114309239,R128620,03/11/2021 00:00:00,,6750000,,7000000,20/10/2021 00:00:00,23871247,53173163,,FLAT 5,,17,QUEEN'S GATE PLACE,,,,LONDON,SW7 5NY,2J
Reduced,592732,https://www.rightmove.co.uk/property-for-sale/property-75380638.html,R75380638,R85466,03/11/2021 00:00:00,,490000,,499950,21/10/2021 00:00:00,23821334,52157097,100021857450,,,12B,KENWYN ROAD,,,,LONDON,SW4 7LH,1Y
Reduced,579640,https://www.rightmove.co.uk/property-for-sale/property-113980244.html,R113980244,R77695,03/11/2021 00:00:00,,650000,,695000,20/10/2021 00:00:00,23761558,50080431,10033562757,FLAT 3,,32,CLAVERTON STREET,,,,LONDON,SW1V 3AU,1D
Reduced,546976,https://www.rightmove.co.uk/property-for-sale/property-112137785.html,R112137785,R118042,03/11/2021 00:00:00,,375000,,395000,22/10/2021 00:00:00,21733005,21732946,,FLAT 10,FLORENCE HOUSE,,ROYAL HERBERT PAVILIONS,GILBERT CLOSE,,,LONDON,SE18 4PP,1H
Reduced,581505,https://www.rightmove.co.uk/property-for-sale/property-113177222.html,R113177222,R37946,03/11/2021 00:00:00,,795000,,825000,23/10/2021 00:00:00,23767644,53022928,100022733968,FLAT 2,,76,CHARLWOOD STREET,,,,LONDON,SW1V 4PF,1D
Reduced,539497,https://www.rightmove.co.uk/property-for-sale/property-81942516.html,R81942516,R173819,03/11/2021 00:00:00,,315000,,349999,21/10/2021 00:00:00,21633230,51332171,100021984824,,,35C,MANOR PARK,,,,LONDON,SE13 5QZ,4N
Reduced,461030,https://www.rightmove.co.uk/property-for-sale/property-114553985.html,R114553985,R48695,03/11/2021 00:00:00,,679950,,699950,25/10/2021 00:00:00,17769745,50113786,100023123396,FLAT 2,,49,HAMILTON GARDENS,,,,LONDON,NW8 9PX,1S
Reduced,528936,https://www.rightmove.co.uk/property-for-sale/property-106006472.html,R106006472,R118042,03/11/2021 00:00:00,,395000,,400000,20/10/2021 00:00:00,21486145,50148439,100020950094,FLAT 3,,16,CHARLTON ROAD,,,,LONDON,SE3 7HG,1F
Reduced,529027,https://www.rightmove.co.uk/property-for-sale/property-113786084.html,R113786084,R14614,03/11/2021 00:00:00,,450000,,475000,23/10/2021 00:00:00,21486281,21486297,10010196289,FLAT 6,,99,SHOOTERS HILL ROAD,,,,LONDON,SE3 7HU,1L
Reduced,529029,https://www.rightmove.co.uk/property-for-sale/property-111717278.html,R111717278,R75148,03/11/2021 00:00:00,,315000,,330000,22/10/2021 00:00:00,21486281,21486303,10010196291,FLAT 8,,99,SHOOTERS HILL ROAD,,,,LONDON,SE3 7HU,1L
Reduced,423398,https://www.rightmove.co.uk/property-for-sale/property-109887455.html,R109887455,R7611,03/11/2021 00:00:00,,240000,,245000,27/10/2021 00:00:00,17663413,50140166,5189025,FLAT 4,,15,RONDU ROAD,,,,LONDON,NW2 3HB,1E
Reduced,446259,https://www.rightmove.co.uk/property-for-sale/property-113871758.html,R113871758,R7611,03/11/2021 00:00:00,Sold STC,900000,,950000,20/10/2021 00:00:00,17724592,50180566,5113696,FLAT 3,,116,MILL LANE,,,,LONDON,NW6 1NF,1J
Reduced,442115,https://www.rightmove.co.uk/property-for-sale/property-113642000.html,R113642000,R18933,03/11/2021 00:00:00,,450000,,500000,20/10/2021 00:00:00,17713506,51312482,5068901,FLAT 2,,83,DARTMOUTH PARK ROAD,,,,LONDON,NW5 1SL,1B
Reduced,443681,https://www.rightmove.co.uk/property-for-sale/property-113516423.html,R113516423,R38250,03/11/2021 00:00:00,,550000,,579950,20/10/2021 00:00:00,27960139,50357437,5123900,FLAT 3,,56,LEIGHTON ROAD,,,,LONDON,NW5 2QE,2X
Reduced,449862,https://www.rightmove.co.uk/property-for-sale/property-110677916.html,R110677916,R72716,03/11/2021 00:00:00,,545000,,575000,20/10/2021 00:00:00,17728522,50182386,5114040,FLAT 1,,21,IVERSON ROAD,,,,LONDON,NW6 2QT,1G
Reduced,454050,https://www.rightmove.co.uk/property-for-sale/property-113318720.html,R113318720,R87928,03/11/2021 00:00:00,,1195000,,1290000,26/10/2021 00:00:00,17732465,50183221,5124196,,,17,QUEX MEWS,,,,LONDON,NW6 4PW,1U
Reduced,454977,https://www.rightmove.co.uk/property-for-sale/property-114454430.html,R114454430,R5651,03/11/2021 00:00:00,,600000,Under offer,630000,26/10/2021 00:00:00,17736594,51327596,202056461,,,41B,PRINCESS ROAD,,,,LONDON,NW6 5QT,3B
Reduced,455218,https://www.rightmove.co.uk/property-for-sale/property-111004703.html,R111004703,R140183,03/11/2021 00:00:00,,540000,,570000,26/10/2021 00:00:00,17738133,50179540,202190063,FLAT B,,2,BRONDESBURY VILLAS,,,,LONDON,NW6 6AA,2B
Reduced,437548,https://www.rightmove.co.uk/property-for-sale/property-78265461.html,R78265461,R66289,03/11/2021 00:00:00,,1795000,,1850000,20/10/2021 00:00:00,17693109,51312439,5029547,FLAT 2,,29,THURLOW ROAD,,,,LONDON,NW3 5PH,1A
Reduced,438562,https://www.rightmove.co.uk/property-for-sale/property-110141057.html,R110141057,R203015,31/10/2021 00:00:00,,750000,,800000,24/10/2021 00:00:00,17694355,50176345,5070468,BASEMENT FLOOR FLAT,,226,FINCHLEY ROAD,,,,LONDON,NW3 6DH,1F
Reduced,359602,https://www.rightmove.co.uk/property-for-sale/property-109918454.html,R109918454,R93317,03/11/2021 00:00:00,,615000,,650000,27/10/2021 00:00:00,15561937,15561965,100023208336,FLAT 7,,38,MAYFIELD ROAD,,,,LONDON,N8 9LP,1X
Reduced,432885,https://www.rightmove.co.uk/property-for-sale/property-105156092.html,R105156092,R72719,03/11/2021 00:00:00,,525000,,550000,22/10/2021 00:00:00,17685730,50708179,5040518,FLAT 3,,2,TASKER ROAD,,,,LONDON,NW3 2YR,1B
Reduced,433407,https://www.rightmove.co.uk/property-for-sale/property-103244762.html,R103244762,R138794,03/11/2021 00:00:00,,1600000,,1695000,22/10/2021 00:00:00,17686571,50236219,5052104,FLAT 5,MAXWELL COURT,67,ETON AVENUE,,,,LONDON,NW3 3EY,1A
Reduced,425139,https://www.rightmove.co.uk/property-for-sale/property-113632217.html,R113632217,R72716,03/11/2021 00:00:00,Sold STC,725000,,750000,20/10/2021 00:00:00,17665726,52217870,5119382,FLAT 1,,8,MANSTONE ROAD,,,,LONDON,NW2 3XG,1J
Reduced,429710,https://www.rightmove.co.uk/property-for-sale/property-113298551.html,R113298551,R67562,03/11/2021 00:00:00,,1195000,,1250000,21/10/2021 00:00:00,17679818,51777562,,,,64B,HEATH STREET,,,,LONDON,NW3 1DN,1X
Reduced,419351,https://www.rightmove.co.uk/property-for-sale/property-112516907.html,R112516907,R64127,03/11/2021 00:00:00,,750000,,775000,26/10/2021 00:00:00,17648180,50139428,5056684,,,38A,MORNINGTON CRESCENT,,,,LONDON,NW1 7RB,1B
Reduced,374048,https://www.rightmove.co.uk/property-for-sale/property-113587952.html,R113587952,R204362,03/11/2021 00:00:00,,185000,,200000,20/10/2021 00:00:00,15665118,50401067,100021052619,FLAT 2,,42,LAMPARD GROVE,,,,LONDON,N16 6XQ,1D
Reduced,178150,https://www.rightmove.co.uk/property-for-sale/property-111817763.html,R111817763,R113191,03/11/2021 00:00:00,,315000,,350000,20/10/2021 00:00:00,50577445,50577448,,FLAT 3,,338,MARE STREET,,,,LONDON,E8 1HA,4A
Reduced,338929,https://www.rightmove.co.uk/property-for-sale/property-108956042.html,R108956042,R15954,03/11/2021 00:00:00,,660000,,700000,27/10/2021 00:00:00,15505978,51924719,10008249626,FLAT 4,,9,GLOUCESTER DRIVE,,,,LONDON,N4 2LE,1Z
Reduced,328034,https://www.rightmove.co.uk/property-for-sale/property-110908721.html,R110908721,R34194,03/11/2021 00:00:00,,875000,,900000,22/10/2021 00:00:00,50662291,50662293,5300001274,,,8C,ALMORAH ROAD,,,,LONDON,N1 3EU,3H
Reduced,196795,https://www.rightmove.co.uk/property-for-sale/property-113878895.html,R113878895,R37865,03/11/2021 00:00:00,,950000,,1000000,23/10/2021 00:00:00,52881798,52881806,5300067896,FLAT 8,,8,NORTHBURGH STREET,,,,LONDON,EC1V 0AY,4A
Reduced,249627,https://www.rightmove.co.uk/property-for-sale/property-112067090.html,R112067090,R123991,03/11/2021 00:00:00,,425000,,440000,20/10/2021 00:00:00,12074368,51292884,128007835,FLAT 1,,9,GRANGE ROAD,,,,KINGSTON UPON THAMES,KT1 2QU,3B
New Instruction,324057,https://www.rightmove.co.uk/property-for-sale/property-114064643.html,R114064643,R219503,03/11/2021 00:00:00,,475000,,,,15441777,50208134,5300006597,FLAT H,,58,BARNSBURY ROAD,,,,LONDON,N1 0HD,1Z
New Instruction,177634,https://www.rightmove.co.uk/property-for-sale/property-115695587.html,R115695587,R113191,03/11/2021 00:00:00,,600000,,,,7960479,51891367,100021061559,FLAT 5,,57-59,NAVARINO ROAD,,,,LONDON,E8 1AG,1G
New Instruction,164804,https://www.rightmove.co.uk/property-for-sale/property-115498229.html,R115498229,R88439,03/11/2021 00:00:00,,350000,,,,50820921,50820923,6168880,FLAT 2,,43,SETTLES STREET,,,,LONDON,E1 1JN,1S
New Instruction,168341,https://www.rightmove.co.uk/property-for-sale/property-115352966.html,R115352966,R16050,29/10/2021 00:00:00,,600000,,,,50661749,50661750,6146361,,,326B,BETHNAL GREEN ROAD,,,,LONDON,E2 0AG,3R
New Instruction,171965,https://www.rightmove.co.uk/property-for-sale/property-115068746.html,R115068746,R181745,29/10/2021 00:00:00,,385000,,,,7908593,52169431,100021077381,,,50C,THISTLEWAITE ROAD,,,,LONDON,E5 0QQ,2D
New Instruction,331133,https://www.rightmove.co.uk/property-for-sale/property-90983086.html,R90983086,R61544,03/11/2021 00:00:00,,535000,,,,15465068,50659347,100021046120,,,69,HABERDASHER STREET,,,,LONDON,N1 6EH,2U
New Instruction,326119,https://www.rightmove.co.uk/property-for-sale/property-115655432.html,R115655432,R79570,03/11/2021 00:00:00,,450000,,,,15447785,50172131,5300052788,FIRST FLOOR FLAT,,31,ISLINGTON PARK STREET,,,,LONDON,N1 1QB,1H
New Instruction,327910,https://www.rightmove.co.uk/property-for-sale/property-77858860.html,R77858860,R55326,03/11/2021 00:00:00,,375000,,,,15454522,15454523,5300080510,FLAT 2,,94,ROTHERFIELD STREET,,,,LONDON,N1 3BY,1Q
New Instruction,324773,https://www.rightmove.co.uk/property-for-sale/property-115201244.html,R115201244,R76064,29/10/2021 00:00:00,,225000,,,,50887444,52886678,10012792409,FLAT 12,,338A,CALEDONIAN ROAD,,,,LONDON,N1 1BB,3F
New Instruction,341324,https://www.rightmove.co.uk/property-for-sale/property-115217972.html,R115217972,R22559,29/10/2021 00:00:00,,400000,,,,15513472,54666484,5300091385,FLAT 3,,62,TOLLINGTON PARK,,,,LONDON,N4 3RA,1A
New Instruction,346471,https://www.rightmove.co.uk/property-for-sale/property-115504664.html,R115504664,R18930,03/11/2021 00:00:00,,525000,,,,15525707,15525708,100021158197,FLAT 5,,1,BISHOPS ROAD,,,,LONDON,N6 4HP,1U
New Instruction,337978,https://www.rightmove.co.uk/property-for-sale/property-115172354.html,R115172354,R22559,29/10/2021 00:00:00,,425000,,,,15503899,52410026,,,,4D,ADOLPHUS ROAD,,,,LONDON,N4 2AZ,1N
New Instruction,332610,https://www.rightmove.co.uk/property-for-sale/property-115356158.html,R115356158,R37916,29/10/2021 00:00:00,,360000,,,,15476453,50207723,5300013656,FLAT 1,,85,CALEDONIAN ROAD,,,,LONDON,N1 9BT,1R
New Instruction,376755,https://www.rightmove.co.uk/property-for-sale/property-115322852.html,R115322852,R74221,03/11/2021 00:00:00,,450000,,,,15673873,50134031,100023162066,,,27C,BURMA ROAD,,,,LONDON,N16 9BH,1J
New Instruction,382902,https://www.rightmove.co.uk/property-for-sale/property-115117079.html,R115117079,R14497,29/10/2021 00:00:00,,310000,,,,27983376,27983379,10010441111,FLAT 4,,76,ARCHWAY ROAD,,,,LONDON,N19 3TT,1R
New Instruction,354977,https://www.rightmove.co.uk/property-for-sale/property-115705277.html,R115705277,R34194,03/11/2021 00:00:00,,700000,,,,15548299,51355384,5300062027,FLAT 1,,4,MIDDLETON GROVE,,,,LONDON,N7 9LU,1E
New Instruction,359559,https://www.rightmove.co.uk/property-for-sale/property-115445846.html,R115445846,R24410,03/11/2021 00:00:00,,465000,,,,15561868,50174376,100023208092,,,47D,RIDGE ROAD,,,,LONDON,N8 9LJ,1R
New Instruction,352765,https://www.rightmove.co.uk/property-for-sale/property-115553120.html,R115553120,R18933,03/11/2021 00:00:00,,500000,,,,15541893,15541900,5300089928,FLAT 7,THANE MANSIONS,,THANE VILLAS,,,,LONDON,N7 7PE,1A
New Instruction,419594,https://www.rightmove.co.uk/property-for-sale/property-115715657.html,R115715657,R111710,03/11/2021 00:00:00,,435000,,,,17648403,50139348,5018353,,,50B,DELANCEY STREET,,,,LONDON,NW1 7RY,1F
New Instruction,432604,https://www.rightmove.co.uk/property-for-sale/property-115687901.html,R115687901,R31596,03/11/2021 00:00:00,,975000,,,,17685019,50178763,5098194,FLAT C,,26,NASSINGTON ROAD,,,,LONDON,NW3 2UD,1L
New Instruction,436757,https://www.rightmove.co.uk/property-for-sale/property-115117982.html,R115117982,R18927,03/11/2021 00:00:00,,800000,,,,17691733,50236213,5011179,FLAT 3,ANTRIM HOUSE,,ANTRIM ROAD,,,,LONDON,NW3 4XX,1A
New Instruction,438589,https://www.rightmove.co.uk/property-for-sale/property-115559336.html,R115559336,R49982,03/11/2021 00:00:00,,425000,,,,17694367,50652335,5036501,FLAT 3,,240,FINCHLEY ROAD,,,,LONDON,NW3 6DJ,1G
New Instruction,457707,https://www.rightmove.co.uk/property-for-sale/property-35419440.html,R35419440,R91292,03/11/2021 00:00:00,,435000,,,,17741849,50113241,202205197,FLAT B,,14,CHARTERIS ROAD,,,,LONDON,NW6 7ET,1D
New Instruction,450554,https://www.rightmove.co.uk/property-for-sale/property-115350326.html,R115350326,R48928,29/10/2021 00:00:00,,1200000,,,,17729184,50431838,5104873,FLAT 3,,99,CANFIELD GARDENS,,,,LONDON,NW6 3DY,1S
New Instruction,451352,https://www.rightmove.co.uk/property-for-sale/property-109807142.html,R109807142,R137372,03/11/2021 00:00:00,,380000,,,,17729718,50181565,5013148,FLAT 2,,88,GREENCROFT GARDENS,,,,LONDON,NW6 3JQ,2G
New Instruction,445519,https://www.rightmove.co.uk/property-for-sale/property-105177281.html,R105177281,R137372,03/11/2021 00:00:00,,500000,,,,17723318,17723306,5041607,FLAT 12,WEECH HALL,,FORTUNE GREEN ROAD,,,,LONDON,NW6 1DJ,1U
New Instruction,445550,https://www.rightmove.co.uk/property-for-sale/property-115454360.html,R115454360,R200819,03/11/2021 00:00:00,,650000,,,,17723337,50782043,5113465,FLAT 3,,7-8,WEECH ROAD,,,,LONDON,NW6 1DL,2L
New Instruction,449593,https://www.rightmove.co.uk/property-for-sale/property-115513430.html,R115513430,R7616,03/11/2021 00:00:00,,450000,,,,17728253,53394612,5010996,FLAT 1,,145,WEST END LANE,,,,LONDON,NW6 2PH,2G
New Instruction,529035,https://www.rightmove.co.uk/property-for-sale/property-115496045.html,R115496045,R14614,03/11/2021 00:00:00,,300000,,,,21486282,52105998,10010204384,FLAT 8,,95,SHOOTERS HILL ROAD,,,,LONDON,SE3 7HU,3Y
New Instruction,526699,https://www.rightmove.co.uk/property-for-sale/property-110727443.html,R110727443,R40512,03/11/2021 00:00:00,,650000,,,,21453062,51590677,200003365697,FLAT 1,SHAFTESBURY HOUSE,,TRINITY STREET,,,,LONDON,SE1 4JF,1A
New Instruction,527107,https://www.rightmove.co.uk/property-for-sale/property-114354656.html,R114354656,R36516,29/10/2021 00:00:00,,340000,,,,21459230,21459234,200003370921,,,26,CADET DRIVE,,,,LONDON,SE1 5RT,2B
New Instruction,539598,https://www.rightmove.co.uk/property-for-sale/property-115230116.html,R115230116,R14614,29/10/2021 00:00:00,,500000,,,,21633529,52271303,100023679024,GROUND FLOOR FLAT,,32,MANOR PARK,,,,LONDON,SE13 5RN,3Y
New Instruction,528309,https://www.rightmove.co.uk/property-for-sale/property-115218962.html,R115218962,R75148,29/10/2021 00:00:00,,1000000,,,,21482972,21482977,100020941364,FLAT 6,,113,BLACKHEATH PARK,,,,LONDON,SE3 0HA,1Z
New Instruction,540991,https://www.rightmove.co.uk/property-for-sale/property-115469156.html,R115469156,R102278,03/11/2021 00:00:00,,269000,,,,21638188,51333032,100022012847,FIRST FLOOR FLAT,,31,THORNFORD ROAD,,,,LONDON,SE13 6SG,2X
New Instruction,529521,https://www.rightmove.co.uk/property-for-sale/property-115541981.html,R115541981,R102821,03/11/2021 00:00:00,,425000,,,,21488150,50148184,100020968259,,,11B,GLENLUCE ROAD,,,,LONDON,SE3 7SD,1A
New Instruction,613926,https://www.rightmove.co.uk/property-for-sale/property-115560053.html,R115560053,R181964,03/11/2021 00:00:00,,1195000,,,,23871439,50188478,217030063,FLAT 4,,10,ELVASTON PLACE,,,,LONDON,SW7 5QG,1A
New Instruction,611051,https://www.rightmove.co.uk/property-for-sale/property-115557326.html,R115557326,R50701,03/11/2021 00:00:00,,2500000,,,,23868320,51534818,217030814,FLAT 8,,34,EMPERORS GATE,,,,LONDON,SW7 4JA,1D
